순위,도서명,상세링크,저자,출판사,출판일,판매가,정가,판매지수,평점,리뷰수,책소개
873,파이썬으로 배우는 소프트웨어와 인공지능,https://www.yes24.com/product/goods/148703391,"조행래, 윤종희, 서영석, 박영덕",영남대학교출판부(知YU智),2025년 06월,"25,000","25,000",168,,,
874,인공 인간,https://www.yes24.com/product/goods/148420115,"수잔 슈나이더, 이해윤, 김성묵",한울아카데미,2024년 05월,"22,000","22,000",120,,,
875,잘 통하는 보고서 작성의 비밀,https://www.yes24.com/product/goods/148368955,임영균,한빛미디어,2025년 07월,"18,000","20,000","2,298",9.6,32,
876,AI 에디터 커서 Cursor 완벽 가이드,https://www.yes24.com/product/goods/148350160,"키노시타 유이치로, 김모세",영진닷컴,2025년 07월,"19,800","22,000","2,574",9.5,8,
877,따라 하며 배우는 유니티 게임 개발,https://www.yes24.com/product/goods/148184558,"아라카와 다쿠야, 아사노 유이치, 윤준",한빛미디어,2025년 06월,"21,600","24,000",984,9.3,3,
878,실무에서 SQL을 다루는 기술,https://www.yes24.com/product/goods/148181079,"마크 사이먼, 조은옥",한빛미디어,2025년 06월,"29,700","33,000","1,230",9.8,8,
879,디자인 경험을 바꾸는 UX/UI 디자인 with AI,https://www.yes24.com/product/goods/148121780,유훈식,한빛미디어,2025년 06월,"28,800","32,000","1,290",9.7,7,
880,동영상편집 최강자 캡컷,https://www.yes24.com/product/goods/148080194,오상열,아이콕스(iCox),2025년 07월,"13,500","15,000","3,408",10.0,1,
881,생성형 AI 업무 활용 정석 - 테스팅 업무 적용편,https://www.yes24.com/product/goods/147983588,권원일,STA(소프트웨어테스팅연구소),2025년 06월,"27,000","30,000",594,,,
882,버려지는 디자인 통과되는 디자인 - 편집 디자인,https://www.yes24.com/product/goods/147977458,"이미정, 유은진",길벗,2025년 07월,"20,700","23,000","3,108",9.9,35,
883,소플의 처음 만난 Next.js,https://www.yes24.com/product/goods/147976869,이인제,한빛미디어,2025년 06월,"35,100","39,000",606,9.6,16,
884,크리에이터를 위한 ChatGPT 활용 대전,https://www.yes24.com/product/goods/147965771,"쿠니모토 치사토, 챗GPT 연구회",정보문화사,2025년 06월,"18,000","20,000",786,9.8,26,
885,AI와 사이버 보안,https://www.yes24.com/product/goods/147870513,이승은,커뮤니케이션북스,2025년 06월,"12,000","12,000",210,,,
886,"인공지능, 주식분석 좀 부탁해",https://www.yes24.com/product/goods/147852321,곽경일,비제이퍼블릭(BJ퍼블릭),2025년 07월,"21,600","24,000",552,9.5,11,
887,상상력을 작품으로 미리캔버스,https://www.yes24.com/product/goods/147752757,"김지혜, KIE 기획연구실",아카데미소프트,2025년 06월,"12,600","14,000",516,,,
888,생성형 AI 활용 백과사전,https://www.yes24.com/product/goods/147626022,"다쿠치 카즈히로, 모리시마 료코, 이시타니 마사키, 서수환",길벗,2025년 06월,"21,600","24,000","4,161",9.7,49,
889,깃허브 액션으로 구현하는 실전 CI/CD 설계와 운영,https://www.yes24.com/product/goods/147569986,"노무라 도모키, 김완섭",제이펍,2025년 07월,"25,200","28,000",786,,,
890,기후 위기와 인공지능,https://www.yes24.com/product/goods/147569950,이천환,커뮤니케이션북스,2025년 06월,"12,000","12,000",354,,,
891,테디노트의 랭체인을 활용한 RAG 비법노트 [심화편],https://www.yes24.com/product/goods/147569409,이경록,리코멘드,2025년 06월,"25,200","28,000","2,232",6.0,1,
892,AI로 하루 만에 영상 만들기 with 런웨이,https://www.yes24.com/product/goods/147338262,"송태민, 서광민",한빛미디어,2025년 06월,"18,000","20,000","1,902",9.6,30,
893,코딩런 픽셀월드 대모험 피스켈&엔트리,https://www.yes24.com/product/goods/147132535,코딩연구소,마린북스,2025년 05월,"13,500","15,000",474,,,
894,처음이야? 파이썬 데이터 분석,https://www.yes24.com/product/goods/147129792,"윤영빈, 이용희, 오환",영진닷컴,2025년 06월,"19,800","22,000","1,218",10.0,14,
895,"AI가 대체하는, 대체 못하는 노동",https://www.yes24.com/product/goods/147124214,김관욱,커뮤니케이션북스,2025년 06월,"12,000","12,000",156,2.0,1,
896,LUVIT♥ 실전 백엔드 러스트 Axum 프로그래밍,https://www.yes24.com/product/goods/147098139,윤인도,제이펍,2025년 06월,"22,500","25,000",390,10.0,3,
897,AI와 교육 연극 (큰글자책),https://www.yes24.com/product/goods/147097407,한귀은,커뮤니케이션북스,2025년 06월,"25,000","25,000",60,,,
898,입문자를 위한 맞춤형 AI 프로그램 만들기,https://www.yes24.com/product/goods/147081442,다비드스튜디오,길벗,2025년 06월,"25,200","28,000",714,9.9,14,
899,"좋아 보이는 것들의 비밀, 컬러",https://www.yes24.com/product/goods/147079126,최경원,길벗,2025년 06월,"26,100","29,000","1,146",9.8,22,
900,최강 구도 디자인 92,https://www.yes24.com/product/goods/146935012,"ingectar-e, 트랜스메이트",위키북스,2025년 05월,"16,200","18,000",228,10.0,3,
901,웹툰 제작 가이드 with AI,https://www.yes24.com/product/goods/146504995,김가이,길벗캠퍼스,2025년 05월,"30,000","30,000",510,9.8,11,
902,"당근 하나로 매출 2배, 동네 1등 가게 만드는 실전 전략",https://www.yes24.com/product/goods/146504169,서혜미,아티오,2025년 05월,"15,300","17,000",132,9.4,14,
903,AX 기획론,https://www.yes24.com/product/goods/146388983,노주환,공존의미학,2025년 05월,"25,200","28,000",246,,,
904,열정민쌤의 챗GPT&AI 수업 실전서,https://www.yes24.com/product/goods/146143006,"원정민, 권혜영, 신명진, 이채연",한빛미디어,2025년 05월,"18,000","20,000","4,254",9.7,39,
905,중고노트북 놀랍도록 저렴하게 사용하는 방법,https://www.yes24.com/product/goods/146139930,곽영암,BOOKK(부크크),2025년 04월,"8,200","8,200",60,,,
906,네이버 스마트스토어 운영하기,https://www.yes24.com/product/goods/146041188,서미진,한빛미디어,2025년 05월,"18,900","21,000","1,872",9.6,34,
907,AI와 회계사,https://www.yes24.com/product/goods/146012572,윤양인,커뮤니케이션북스,2025년 05월,"12,000","12,000",186,,,
908,AI 영상 제작 트렌드,https://www.yes24.com/product/goods/146012568,진승현,커뮤니케이션북스,2025년 05월,"12,000","12,000",96,,,
909,AI와 정책 홍보의 변화,https://www.yes24.com/product/goods/146001337,정휘관,커뮤니케이션북스,2025년 05월,"12,000","12,000",84,,,
910,아이패드 드로잉으로 기록하는 일상의 조각들,https://www.yes24.com/product/goods/145963641,이이오,한빛라이프,2025년 05월,"19,800","22,000","1,566",10.0,10,
911,LLM 엔지니어링,https://www.yes24.com/product/goods/145962625,"폴 이우수틴, 막심 라본, 조우철",한빛미디어,2025년 05월,"34,200","38,000","1,800",9.8,18,
912,주니어 백엔드 개발자가 반드시 알아야 할 실무 지식,https://www.yes24.com/product/goods/145761422,최범균,한빛미디어,2025년 04월,"25,200","28,000","4,920",9.8,28,
913,쓱 하고 싹 배우는 파워포인트 365,https://www.yes24.com/product/goods/145752875,최옥주,영진닷컴,2025년 05월,"12,600","14,000",210,,,
914,AI 콘텐츠 트렌드,https://www.yes24.com/product/goods/145394077,김민지,커뮤니케이션북스,2025년 04월,"12,000","12,000",108,,,
915,실리콘밸리에서 통하는 파이썬 인터뷰 가이드,https://www.yes24.com/product/goods/145227885,"런젠펑, 취안수쉐, 신준기",제이펍,2025년 05월,"24,300","27,000",228,9.6,10,
916,5차원 AI,https://www.yes24.com/product/goods/145217225,"원동연, 민진홍",성안당,2025년 04월,"20,700","23,000",306,9.7,49,
917,AI와 미래 의사,https://www.yes24.com/product/goods/145022805,임채영,커뮤니케이션북스,2025년 04월,"12,000","12,000",120,,,
918,처음부터 시작하는 Next.js / React 개발 입문,https://www.yes24.com/product/goods/145013501,"미요시 아키, 김모세",AK(에이케이 커뮤니케이션즈),2025년 04월,"33,440","35,200",396,,,
919,윌 라슨의 엔지니어링 리더십,https://www.yes24.com/product/goods/144979268,"윌 라슨, 임백준",한빛미디어,2025년 04월,"23,400","26,000",714,9.7,7,
920,이게 되네? 챗GPT 미친 크롤링 24제,https://www.yes24.com/product/goods/144868498,박현규,골든래빗,2025년 04월,"23,400","26,000","2,454",9.1,7,
921,씽크톡톡 엑셀 2021,https://www.yes24.com/product/goods/144699966,"도용화, 금미정",웰북,2025년 04월,"9,000","10,000",180,,,
922,인스타그램 마케팅으로 돈벌기,https://www.yes24.com/product/goods/144693678,최영인,성안당,2025년 04월,"22,500","25,000","1,380",9.9,38,
923,AI와 미디어 윤리,https://www.yes24.com/product/goods/144688656,박선미,커뮤니케이션북스,2025년 04월,"12,000","12,000",120,,,
924,할 수 있다! 스마트폰을 활용한 영상 촬영 편집 with 키네마스터,https://www.yes24.com/product/goods/144554031,황점희,시대인,2025년 04월,"10,800","12,000",840,10.0,9,
925,어른을 위한 이것이 인공지능이다,https://www.yes24.com/product/goods/144546046,김명락,슬로디미디어,2025년 04월,"15,120","16,800",156,10.0,3,
926,일러스트와 만화를 위한 포즈 노하우,https://www.yes24.com/product/goods/144220706,"마츠오카 신지, 고영자",영진닷컴,2025년 04월,"18,000","20,000",456,9.8,9,
927,"AI, 공정과 편향",https://www.yes24.com/product/goods/144165612,"박규동, 김근혜",커뮤니케이션북스,2025년 03월,"12,000","12,000",126,,,
928,교사를 위한 생성형 AI 활용 수업,https://www.yes24.com/product/goods/144129260,김종혜,생능북스,2025년 04월,"14,400","16,000","1,431",9.6,15,
929,CATIA(카티아) 쉽게 따라하기,https://www.yes24.com/product/goods/144048800,정경애,구민사,2025년 04월,"28,800","32,000","1,182",,,
930,50개의 프로젝트로 완성하는 파이썬 업무 자동화,https://www.yes24.com/product/goods/144043578,오토코더,위즈앤북,2025년 03월,"19,800","22,000",702,10.0,12,
931,우아한 C 언어 코딩 패턴,https://www.yes24.com/product/goods/144026018,"크리스토퍼 프레셰른, 정기훈",인사이트(insight),2025년 04월,"28,800","32,000",258,10.0,1,
932,김변호사의 스마트한 AI 활용법,https://www.yes24.com/product/goods/144024813,김변호사 팀,(주)박영사,2025년 03월,"18,000","18,000","1,056",8.0,1,
933,AI 사고철학,https://www.yes24.com/product/goods/143666426,"이준헌, 조민호",더로드,2025년 03월,"18,000","20,000",84,10.0,1,
934,랭체인 & 랭그래프로 AI 에이전트 개발하기,https://www.yes24.com/product/goods/143646468,서지영,길벗,2025년 03월,"26,100","29,000",732,9.6,24,
935,한 권으로 끝내는 미드저니,https://www.yes24.com/product/goods/143604796,민자경,에듀웨이,2025년 04월,"20,700","23,000",522,9.0,12,
936,시니어를 위한 똑똑한 AI 생활 with 챗GPT,https://www.yes24.com/product/goods/143574962,진현주,시대인,2025년 03월,"11,700","13,000",324,9.7,13,
937,아이패드 디지털 캘리그라피 N잡러 되기,https://www.yes24.com/product/goods/143513509,우연주,아티오,2025년 03월,"17,550","19,500",306,10.0,9,
938,숏폼 영상 편집 3일 만에 마스터하기 with 캡컷(Capcut),https://www.yes24.com/product/goods/143492268,김근아,아티오,2025년 03월,"12,600","14,000","1,182",,,
939,ChatGPT와 함께 하는 데이터 분석 기행,https://www.yes24.com/product/goods/143373537,"정의범, 김대수, 이돈희",도서출판청람(이수영),2025년 03월,"33,000","33,000",60,,,
940,현업 기획자 마이즈가 알려주는 게임 시나리오 스쿨,https://www.yes24.com/product/goods/143372817,김현석,초록비책공방,2025년 03월,"23,400","26,000",498,8.7,6,
941,대체 불가능한 디자이너 되기,https://www.yes24.com/product/goods/142972932,오완원,길벗,2025년 03월,"19,800","22,000",810,9.8,10,
942,이토록 쉬운 10가지 프로젝트로 끝내는 트랜스포머 활용 가이드 with 파이토치,https://www.yes24.com/product/goods/142636957,"프렘 팀시나, 임선집",루비페이퍼,2025년 02월,"25,200","28,000",636,9.8,11,
943,처음 시작하는 디지털 드로잉 with 스케치북,https://www.yes24.com/product/goods/142572387,이은지,시대인,2025년 02월,"17,100","19,000","2,712",9.9,14,
944,트래픽을 쓸어 담는 SEO 마케팅,https://www.yes24.com/product/goods/142569581,"김건오, 양효원",e비즈북스,2025년 02월,"23,400","26,000","1,062",,,
945,NEW 우당탕탕 컴퓨터와 친해지기,https://www.yes24.com/product/goods/142277966,놀이교육콘텐츠랩,마린북스,2025년 02월,"12,600","14,000","1,284",10.0,1,
946,막힘없이 PostgreSQL,https://www.yes24.com/product/goods/141892324,"임경석, 김철환, 박관규, 김규민",엑셈,2025년 01월,"28,800","32,000",834,,,
947,AI와 인문학의 주제들,https://www.yes24.com/product/goods/141888791,"정서현, 우동현, 김동우",커뮤니케이션북스,2025년 02월,"12,000","12,000",603,,,
948,쓱 하고 싹 배우는 엑셀 365,https://www.yes24.com/product/goods/141857551,김영미,영진닷컴,2025년 02월,"12,600","14,000",144,,,
949,한 시간 만에 게임 만들기,https://www.yes24.com/product/goods/141835517,"게임도칸, 김은철, 유세라",영진닷컴,2025년 01월,"23,400","26,000",258,9.8,18,
950,이것이 생성형 AI다,https://www.yes24.com/product/goods/141732801,김명락,슬로디미디어,2025년 02월,"15,120","16,800",684,9.7,15,
951,왕초보 맞춤형 랜선 사수 올이 엑셀,https://www.yes24.com/product/goods/141695114,올이,한빛미디어,2025년 01월,"18,900","21,000",690,9.8,28,
952,트랜스포머로 시작하는 언어 모델과 생성형 인공지능,https://www.yes24.com/product/goods/141383909,추형석,위즈앤북,2025년 01월,"16,020","17,800",564,9.5,4,
953,ChatGPT 마케팅,https://www.yes24.com/product/goods/141382077,임헌수,이코노믹북스,2025년 01월,"22,500","25,000",852,9.7,31,
954,데이터 마이닝 개념과 기법 4/e,https://www.yes24.com/product/goods/141377702,"지아웨이 한, 지안 페이, 항항 통, 동준상",에이콘출판사,2025년 01월,"49,500","55,000",306,,,
955,스마트폰과 AI로 소통하는 새로운 세상,https://www.yes24.com/product/goods/141331756,"이종구, 이태훈, 어현경, 지영희",디지털콘텐츠그룹,2025년 01월,"16,200","18,000",120,,,
956,챗GPT와 함께 만드는 초등 수업 디자인 ++,https://www.yes24.com/product/goods/141327600,"박준원, 김지현, 김병남, 이홍락, 김한준, 정보 더 보기/감추기, 박준원, 김지현, 김병남, 이홍락, 김한준, 이종상, 박주현, 김은협, 김도현, 공민수, 이정진",앤써북,2025년 01월,"15,930","17,700",516,10.0,3,
957,"스마트폰, 학교 수업에 들어오다!",https://www.yes24.com/product/goods/141312058,박만재,다빈치books,2025년 01월,"28,800","32,000",348,,,
958,교실에서 바로 쓰는 챗GPT 교사 활용법,https://www.yes24.com/product/goods/141310358,유수근,앤써북,2025년 01월,"17,820","19,800","3,189",9.9,22,
959,C 언어 마스터,https://www.yes24.com/product/goods/141218965,문석재,한빛아카데미,2025년 01월,"32,000","32,000","1,572",,,
960,머신 러닝 마스터 클래스,https://www.yes24.com/product/goods/141195086,민재식,인사이트(insight),2025년 01월,"22,500","25,000",402,10.0,13,
961,"AI, 너 내 마케터가 돼라!",https://www.yes24.com/product/goods/141129325,오종현,e비즈북스,2025년 01월,"16,200","18,000",498,,,
962,시니어를 위한 스마트폰 활용 with 챗GPT,https://www.yes24.com/product/goods/141129131,"곽민철, 정희철",생능북스,2025년 01월,"17,820","19,800","1,956",9.9,105,
